duration,src_bytes,dst_bytes,packet_count,avg_packet_size,flow_rate,num_failed_connections,protocol_tcp,protocol_udp,protocol_icmp,is_malicious
0.15875381904288902,842,1086,10,440.1141473641287,36.430274253575554,3,1,0,0,0
3.0275173491175735,3379,124,16,227.90189338253066,49.25327031453271,1,1,0,0,0
1.1539637283130315,1387,670,18,541.685605797476,32.486155619608795,2,1,0,0,0
2.5708370536416214,4559,341,23,404.04685865215686,59.10261868291784,1,1,0,0,0
7.632472423590174,6490,2256,22,469.2472654346882,1.1454810266382125,1,1,0,0,0
4.639585661337133,956,452,29,436.67417485153624,13.180100970416527,5,0,1,0,1
1.3907812450297858,481,509,14,752.7575334431186,11.533764041463058,1,1,0,0,0
0.1495572966344436,387,133,26,470.06725832180166,179.603151066944,2,1,0,0,0
0.6251492890105413,1391,616,17,441.34227577974127,54.66900089430552,0,1,0,0,0
1.3858244196377043,2815,853,19,922.1058154917664,18.127423882846994,2,1,0,0,0
2.27406182295841,6654,357,22,535.0959043659019,35.81807854844409,1,1,0,0,0
3.2566201137920943,207,891,19,886.1775146138342,29.712277107182867,0,1,0,0,0
0.959109821795332,3018,128,9,516.1565639770274,14.321793811744726,1,1,0,0,0
0.4092641520667877,3605,318,37,563.1026698273839,16.245053463755966,9,1,0,0,1
0.6797637637837858,18576,636,10,648.6866583291708,14.538538183351921,0,0,1,0,0
14.420636508749439,1250,287,46,322.89755950278413,3.7736233209928263,6,0,1,0,1
1.440100795495212,962,1575,49,904.3305128843288,7.925979852577614,3,1,0,0,1
1.203412450638887,161,825,26,944.7638749576845,81.18675284931702,0,1,1,0,0
5.353278066701518,393,205,16,513.8939927717388,34.26546711554607,0,1,0,0,0
0.1512867417994373,266,145,35,822.2492462720825,14.723692615398868,3,1,0,0,1
1.8353279359834478,298,401,12,651.4714768463584,4.404588555639058,0,1,0,0,0
5.996651283401971,340,182,23,507.67921026628943,88.9908772396796,1,1,0,0,0
0.5235163817888865,159,261,16,926.8906169119119,15.696459005915283,1,1,0,0,0
4.770945474605289,898,117,49,396.75608481416225,34.21061541854996,3,0,1,1,1
4.796614962997497,1597,955,21,591.5767961722087,106.22343066350982,4,1,0,0,0
0.28582352094200714,2507,491,18,796.7955287625064,35.104168256791304,1,1,0,0,0
1.4822082227592583,897,566,17,555.3249538087449,96.7323178277327,1,1,0,0,0
8.327610857247036,3577,1004,51,692.5381797676146,158.5880030134419,3,0,1,0,1
6.63406144245382,3621,32,49,342.57708098991554,88.40164991139365,5,1,0,0,1
1.2612946963171936,163,423,19,560.2793324113543,11.332863701100912,2,1,0,0,0
0.45844671763444944,727,310,17,622.0012772904463,4.024242684141665,0,1,0,0,0
1.3496948506525668,225,861,19,347.3278413240055,87.35278741549523,0,0,0,1,0
2.7949671775331613,312,710,47,433.24392529564284,232.37882236027656,3,1,0,0,1
1.2978822714348182,1260,724,24,472.6021094365334,13.626010300379784,0,1,0,0,0
0.9110668927973032,870,1703,22,546.282018341519,7.38249367341515,1,1,0,0,0
3.639305727724515,5858,51,24,640.5722218045074,29.324733802670977,4,1,0,0,0
2.927625571459221,11809,125,18,533.2038157785271,13.075886077310983,0,1,0,0,0
0.753739784242277,1677,1552,21,272.2610376243791,37.1822255711474,2,1,0,1,0
1.7001884187301446,805,1999,17,609.4374733481458,56.944529050524984,3,1,0,1,0
0.6460632704088412,851,165,26,859.8626969060778,171.93109741580096,1,1,0,0,0
1.2060387487054225,1001,1401,24,602.4134792772765,59.00015630780189,0,1,1,0,0
0.8707510951018266,2019,1065,19,522.7488355441996,43.52873519500331,1,1,0,0,0
6.427140750149543,421,89,42,596.4661862780096,41.27225815072229,3,1,0,0,1
2.7755573370956093,2049,208,51,720.966023337075,89.88891095781479,2,1,1,0,1
1.2290157558427617,759,589,17,326.0867797824847,46.50334048799174,3,1,0,0,0
2.5411094725653207,3626,376,18,916.4576175772017,4.869141003811147,1,0,0,1,0
1.0654330790259767,5230,2970,19,540.305788366184,19.23720714365598,0,1,0,0,0
4.737947057176683,8205,793,18,980.4034084216967,3.1582705951067145,2,1,0,0,0
1.1940110734222427,846,1096,53,463.98705192943913,18.55765009442616,3,1,0,0,1
2.702772582836179,202,197,17,402.85632413412156,43.82652231159486,2,1,1,0,0
1.0976575082445066,135,105,23,640.1133143452993,110.86590705431796,1,1,1,0,0
3.335498348084855,720,207,49,798.1680934092744,132.22804115205258,2,1,0,0,1
6.036962262037704,186,1924,36,698.7521177214949,27.39392428325951,8,0,1,0,1
1.4800843277583156,142,3129,17,641.5951665893309,53.774214012839586,1,0,1,0,0
1.0718970841839586,671,166,16,663.0348240123122,46.26069539968249,0,1,0,0,0
0.008567397157419072,314,348,32,644.6021202110065,385.68924095361064,1,1,0,0,1
0.5807992156339958,2347,26,38,821.7252918930944,37.777300303710746,5,0,1,0,1
2.4715764719292825,10512,1680,17,592.4072324386516,43.46801529096237,1,0,1,0,0
1.4861274641447961,783,101,22,739.3590237349864,0.883028273501388,0,0,1,0,0
2.3825111148982137,1498,1087,22,492.2540361360533,21.662335801198147,0,1,0,0,0
6.223109000837719,155,1675,23,571.1341462209751,17.70319953505118,2,1,0,0,0
6.8914907355840835,1281,93,44,453.51195870144784,32.26236789613009,4,1,0,0,1
0.10918417606483304,444,154,15,547.7561755495062,12.273134090108393,1,1,1,0,0
0.7388045734237615,276,895,11,501.04505153397037,125.73998038900116,2,1,0,0,0
1.7958934696621842,110,1831,12,304.4760450523939,10.808099057216113,0,1,1,1,0
1.6082211159078454,7047,227,46,799.9637052697403,111.05029047409127,7,0,1,1,1
6.703157951794834,149,127,21,679.4574098611102,27.68254696752141,0,1,0,0,0
5.802598549185864,242,592,18,715.0776596753961,22.43283385167949,1,1,0,0,0
3.773031232131474,1047,1637,13,1060.6303923797614,57.06353607049968,2,1,0,0,0
1.2785456259150099,1464,119,27,197.19376948910156,40.30895514150401,3,1,0,0,0
3.6837075745930368,1472,169,22,686.6998645556579,49.533636385092585,0,0,0,1,0
0.28107896656371884,1181,1457,12,631.7756426878894,71.5777856391099,0,1,0,0,0
0.7384601683592399,355,504,20,825.4708552554375,39.218934827969086,3,1,1,0,0
3.7305028181974365,2611,162,45,488.21405311169997,24.82425622588441,6,0,1,0,1
2.7084072479114023,1311,405,15,507.25925190869407,155.1242262589648,1,1,0,0,0
1.3303840987084268,182,685,14,388.7346665324062,33.97642201923548,1,1,0,0,0
0.8831823062195854,7122,1252,36,743.291870487014,267.7452818806209,3,1,0,0,1
0.8417764598028962,691,559,16,979.9728252265991,17.489453351674925,1,1,1,0,0
2.353156981513893,3254,397,43,453.74920283198315,54.55546589286159,5,1,0,0,1
0.7145471156246566,182,63,17,634.9934841098097,8.45176980552418,0,0,1,0,0
0.3618484281822143,250,731,22,655.5701270812775,73.73162835059738,2,1,0,1,0
3.2158532142864944,525,709,42,474.4344917109551,45.87551822603063,2,1,0,0,1
3.5665550341807997,455,505,31,213.77593336284605,60.53973081339949,3,1,0,0,1
8.947273203680076,3526,411,39,782.5781336524369,57.39698004748689,6,1,1,0,1
9.549313928356465,149,461,56,268.9993636992896,11.436618495195319,3,0,0,1,1
4.433766282623946,1275,1154,48,819.8167764471498,271.41129328601176,3,0,1,0,1
1.2347080725341872,310,267,21,341.1445565507403,3.6969538208811548,0,1,1,0,0
3.0120810588166873,1948,106,24,793.9372847839809,57.210414453860295,2,0,1,1,0
4.365855662531775,1345,1087,24,861.2044447402282,38.6958900303234,1,1,0,0,0
6.74208113406296,541,265,51,501.8018618942864,127.18497028368247,3,1,0,0,1
3.22367206122923,15118,294,23,371.13305041900907,3.7156078698218464,1,0,1,0,0
5.597417108061918,994,646,21,569.2708807500022,31.75185691133623,1,1,0,0,0
